name	filename	type	projectName	description	tagList	captionList	groupList	projectURL
Carbon	OpenVault-APT-CARBON_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	An attack framework used by the Turla Group.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
DANDERSPRITZ	OpenVault-APT-DANDERSPRITZ_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	"Leaked by The Shadow Brokers on April 14th, 2017 as part of the “Lost in Translation” leak."	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
MATRYOSHKA	OpenVault-APT-MATRYOSHKA_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	A cyber weapon used by the CopyKittens Group.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3774.jpg	image	Open Vault: APT @ ON CANAL		"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT @ ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3776.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3778.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3779.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3784.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3878.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Retail Pop-Up	OpenVault-APT-ONCANAL-3898.jpg	image	Open Vault: APT @ ON CANAL	Installed at 325 Canal Street. Part of WallPlay's ON CANAL project.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed and Installed in 2019 at 325 Canal Street. Part of WallPlay's ON CANAL project.\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT ON CANAL""]"	https://phillipstearns.com/artwork#/open-vault/
Taj Mahal	OpenVault-APT-TAJMAHAL_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	TajMahal is a highly sophisticated and unattributed attack framework containing 80 malicious modules.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
Triton	OpenVault-APT-TRITON_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	An attack framework was developed and used by the XENOTIME group to attack power infrastructure.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
VPNFILTER	OpenVault-APT-VPNFILTER_BoxDesign_v1_PRINT.jpg	image	Open Vault: APT	An advanced multi-stage modular malware created by the APT28 threat actor.	"[""openvault"",""retail"",""installationdesign"",""installationart"",""retaildesign"",""malware"",""cyberwarfare"",""cyberweapons"",""apt"",""cyberespionage"",""softwarebox"",""softwareboxdesign""]"	"[""Completed in 2019\n\nA project visualizing and materializing cyber warfare through the performance of a speculative corporate brand identity.\n\nAn APT is an Advanced Persistent Threat, generally a state sponsored hacking group able to devote enough resources to develop formidable cyber attack frameworks.""]"	"[""Open Vault: APT""]"	https://phillipstearns.com/artwork#/open-vault/
Close-up	PointOfAccess-WiFiChimesV1-6170.jpg	image	Point of Access: WiFi Chimes v1	Main electronics.	"[""soundart"",""soundsculpture"",""electronicart"",""electronicsculpture"",""physicalcomputing"",""embeddedcomputing"",""sonification"",""audification"",""arduino"",""wifi"",""creativecoding""]"	"[""2024\n\n15in diameter x 56in tall\n\nMaterials: Custom software, microcontroller, electronics, tubular bells, teak rounds, rope, hardware\n\nWind chimes… but the wind is WiFi signals.\n\nAfter a survey of the local WiFi radio space, 12 of 256 different kinds of WiFi packets are mapped to tubular bells. The tuning system for v1 uses 2 and a half octaves of a C9 chord.""]"	"[""Point of Access: WiFi Chimes v1""]"	https://glitchtextiles.com/woven-throws/line-count
Installation View	PointOfAccess-WiFiChimesV1-6179.jpg	image	Point of Access: WiFi Chimes v1	Suspended from a tree.	"[""soundart"",""soundsculpture"",""electronicart"",""electronicsculpture"",""physicalcomputing"",""embeddedcomputing"",""sonification"",""audification"",""arduino"",""wifi"",""creativecoding""]"	"[""2024\n\n15in diameter x 56in tall\n\nMaterials: Custom software, microcontroller, electronics, tubular bells, teak rounds, rope, hardware\n\nWind chimes… but the wind is WiFi signals.\n\nAfter a survey of the local WiFi radio space, 12 of 256 different kinds of WiFi packets are mapped to tubular bells. The tuning system for v1 uses 2 and a half octaves of a C9 chord.""]"	"[""Point of Access: WiFi Chimes v1""]"	https://glitchtextiles.com/woven-throws/line-count
Detail	PointOfAccess-WiFiChimesV1-6189.jpg	image	Point of Access: WiFi Chimes v1	"Solenoids, OLED display, control knob, Arduino guts."	"[""soundart"",""soundsculpture"",""electronicart"",""electronicsculpture"",""physicalcomputing"",""embeddedcomputing"",""sonification"",""audification"",""arduino"",""wifi"",""creativecoding""]"	"[""2024\n\n15in diameter x 56in tall\n\nMaterials: Custom software, microcontroller, electronics, tubular bells, teak rounds, rope, hardware\n\nWind chimes… but the wind is WiFi signals.\n\nAfter a survey of the local WiFi radio space, 12 of 256 different kinds of WiFi packets are mapped to tubular bells. The tuning system for v1 uses 2 and a half octaves of a C9 chord.""]"	"[""Point of Access: WiFi Chimes v1""]"	https://glitchtextiles.com/woven-throws/line-count
001	RawData-IMG_0319.jpg	image	Raw Data 	"Vertical cuts, reassembled."	"[""datavisualization"",""rawcanvas"",""textileart"",""wallhanging"",""processing"",""cutnsew"",""stretcher"",""canvas"",""fiberart""]"	"[""2015\n\nRaw canvas and weavings made by computerized jacquard looms from raw physical memory hex dumps are cut and sewn together.""]"	"[""Raw Data""]"	https://phillipstearns.com/artwork#/raw-data/
002	RawData-IMG_0321.jpg	image	Raw Data 	"Mixed vertical and diagonal cuts, reassembled."	"[""datavisualization"",""rawcanvas"",""textileart"",""wallhanging"",""processing"",""cutnsew"",""stretcher"",""canvas"",""fiberart""]"	"[""2015\n\nRaw canvas and weavings made by computerized jacquard looms from raw physical memory hex dumps are cut and sewn together.""]"	"[""Raw Data""]"	https://phillipstearns.com/artwork#/raw-data/
Al-Hazm	ScorchedEarth-Al-Hazm.jpg	image	Scorched Earth	Laser Bleached Archival Inkjet Print on Museum Paper.	"[""experimental"",""laser"",""yemen"",""print"",""printing"",""extendedphotography"",""experimentalphotography"",""postphotography"",""etching"",""glitchart"",""zfighting""]"	"[""2017\n\nLayer 1: Inkjet print of z-fighting flags of all powers involved in the Yemen Civil War\n\nLayer 2: Laser bleaching with intensity set by a digital elevation map DEM\n\nEach piece features the DEM of a place of significance in Yemen's recent history of violent civil conflict, the current Civil War, and direct US military involvement in the country.""]"	"[""Scorched Earth""]"	https://phillipstearns.com/artwork#/scorched-earth/
